"composerName","workTitle"
"Chen,  N.","MY BELOVED BELONGS TO ME (ARR. Kingsley)"
"Chen,  N.","COME, MY BRIDE FROM LEBANON (ARR. Kingsley)"
"Traditional,","VOICE OF MY BELOVED, THE (ISRAEL) (ARR. Kingsley)"
"Zahavi,  David","CAMEL CARAVAN IN THE DESERT"
"Traditional,","SHECH AVREK (ISRAEL)"
"Traditional,","DANCE (ISRAEL), THE"
"Wilensky,  Moshe","LITTLE SHEPHERDESS FROM THE VALLEY"
"Amiran,  Emanuel","TO THE SPRING"
"Wilensky,  Moshe","AWAKE, JERUSALEM"
"Navon,  Yitzchak  Eliyahu","TASTE OF MANNA, THE"
"Hovhaness,  Alan","TO VISHNU"
"Rachmaninoff,  Sergei","DAISIES"
"Reizenstein,  Franz","CONCERTO POPULARE"
"Poulenc,  Francis","STORY OF BABAR, THE LITTLE ELEPHANT"
"Laderman,  Ezra","MAGIC PRISON"
"Shostakovich,  Dmitri","BALLET SUITE NO. 1, OP. 84"
"Floyd,  Carlisle","SUSANNAH"
"Iturbi,  Jose","SEGUIDILLAS"
"Rodrigo,  Joaquín","DE LOS ALAMOS VENGO"
"Schuller,  Gunther","TRIPLUM"
"Rorem,  Ned","SUN"
"MacDowell,  Edward  A.","TOCCATA"
"Copland,  Aaron","INSCAPE"
"Bilik,  Jerry","VARIATIONS ON A COLLEGE SONG"
"Anthem,","CANADA"
"Anthem,","CANADIAN ROYAL SALUTE"
"Liszt,  Franz","VERGIFTET SIND MEINE LIEDER"
"Liszt,  Franz","COMMENT? DISAIENT-ILS"
"Liszt,  Franz","OH, QUAND JE DORS"
"Saint-Saens [Saint-Saëns],  Camille","VARIATIONS ON A THEME BY BEETHOVEN, TWO PIANOS"
"Takemitsu,  Toru","NOVEMBER STEPS, NO. 1"
"Gerhard,  Roberto","SYMPHONY NO. 4 (NEW YORK)"
"Nabokov,  Nicolas","THIRD SYMPHONY (A PRAYER)"
"Shchedrin,  Rodion","CONCERTO, ORCHESTRA, NO. 2 [THE CHIMES (ZVONY)]"
"Shostakovich,  Dmitri","CONCERTO, VIOLIN, NO. 2, OP. 129"
"Bennett,  Richard  Rodney","SYMPHONY NO. 2"
"Weber,  Carl  Maria Von","PIANO PIECES FOR FOUR HANDS"
"Elgar,  Sir  Edward","POMP AND CIRCUMSTANCE NO. 2, A MINOR, OP. 39"
"Harris,  Roy","SYMPHONY NO. 11"
"Britten,  Benjamin","ILLUMINATIONS, LES, OP. 18"
"Hanson,  Howard","SYMPHONY NO. 6"
"Piston,  Walter","RICERCARE"
"Mitropoulos,  Dimitri","CONCERTO GROSSO FOR ORCHESTRA"
"Milhaud,  Darius","CONCERTO, PIANO (TWO PIANOS)"
"Rodgers,  Richard","AWAY WE GO: A DOCUMENTARY ABOUT ""OKLAHOMA!"""
"Mozart,  Wolfgang  Amadeus","MARCH, D MAJOR, K.320A, NO. 1 (OLD K.335)"
"Mozart,  Wolfgang  Amadeus","MARCHES (3), KV 383E (OLD K.408)"
"Rawsthorne,  Alan","STREET CORNER OVERTURE"
"Thomson,  Virgil","BYRON'S DON JUAN: SHIPWRECK AND LOVE SCENE"
"Starer,  Robert","SAMSON AGONISTES"
"Mahler,  Gustav","SYMPHONY NO. 10 IN F SHARP MAJOR (COOKE)"
"Milhaud,  Darius","CHEMINEE DU ROI RENE, LA (WIND QUINTET)"
"Francaix [Françaix],  Jean","QUINTET, WOODWINDS, NO. 2"
"Faure [Fauré],  Gabriel-Urbain","QUARTET, PIANO, NO. 1, C MINOR, OP. 15"
"Sessions,  Roger","SYMPHONY NO. 8"
"Strauss,  Richard","SONGS, SIX (SECHS LIEDER AUS LOTOSBLÄTTERN), OP. 19, SOPRANO AND ORCHESTRA"
"Strauss,  Richard","BRENTANO LIEDER, OP. 68"
"Kreisler,  Fritz","KREISLERIANA"
"Rachmaninoff,  Sergei","ALEKO"
"Shostakovich,  Dmitri","GALOP NO. 8"
"Brahms,  Johannes","WALTZES, THREE, OP. 39 (TWO PIANISTS)"
"Reger,  Max","BALLET SUITE, OP.130, NO. 5: VALSE D'AMOUR (PIANO DUO) (ARR. Whittemore and Lowe)"
"Bach,  Johann  Sebastian","SONATA, FLUTE,  NO. 2, E FLAT MAJOR, BWV 1031:  SICILIANO (ARR. Stokowski)"
"Kreisler,  Fritz","LIEBESFREUD (DUO PIANOS) (ARR. Whittemore and Lowe)"
"Moore,  Douglas  Stuart","BALLAD OF BABY DOE, THE"
"Creston,  Paul","IMAGES IN FLIGHT (ARR. Cowell)"
"Schuller,  Gunther","CONCERTO FOR DOUBLE BASS"
"Schuman,  William","TO THEE OLD CAUSE"
"Berio,  Luciano","SINFONIA"
"Kuhlau,  Friedrich","ELVERHOJ: OVERTURE"
"Borge,  Victor","THE LEGEND"
"Lumbye,  Hans Christian","CHAMPAGNE GALLOP, THE"
"Unspecified,","SCANDINAVIAN TRIO, A"
"Helsted,  Edvard","FLOWER FESTIVAL IN GENZANO"
"Norgard [Nørgård],  Per","TANGO CHIKANE"
"Szymanowski,  Karol","SYMPHONY NO. 2, B FLAT MAJOR, OP. 19"
"Walton,  William","CAPRICCIO BURLESCO"
"Babbitt,  Milton","RELATA II"
"Mozart,  Wolfgang  Amadeus","SONATA, VIOLIN/PIANO NO. 26, B-FLAT MAJOR, K.378"
"Schubert,  Franz","QUARTET, STRINGS, C MINOR (QUARTETTSATZ)"
"Bach,  Johann  Sebastian","FUGUE, G MINOR, BWV 578 (ORGAN)"
"Bach,  Johann  Sebastian","FUGUE, G MINOR, BWV 578 (MOOG) (ARR. Sear)"
"Bach,  Johann  Sebastian","BRANDENBURG CONCERTO NO. 5, 1ST MOVT, ROCK VARIATIONS AND FANTASY ON  (ARR. NY Rock and Roll Ensemble)"
"Xenakis,  Iannis","EONTA"
"Nielsen,  Carl","CONCERTO, VIOLIN, OP. 33"
"Haydn,  Franz  Joseph","SYMPHONY NO.  89, F MAJOR"
"Haydn,  Franz  Joseph","SYMPHONY NO.  91, E FLAT MAJOR"
"Ives,  Charles","ORCHESTRAL SET NO. 1: THREE PLACES IN NEW ENGLAND (CHAMBER ORCHESTRA)"
"Purcell,  Henry","FANTASY, 3 VIOLS IN D, Z. 732"
"Purcell,  Henry","FANTASY, 4 VIOLS IN F, Z. 737"
"Purcell,  Henry","FANTASY, 4 VIOLS IN E, Z. 741"
"Purcell,  Henry","FANTASY, 4 VIOLS IN G, Z. 735"
"Purcell,  Henry","IN NOMINE, 7 VIOLS, Z. 747"
"Rossini,  Gioachino","SONATA A QUATTRO NO. 3, C MAJOR"
"Dohnanyi,  Erno  von","SERENADE, OP. 10"
"Poulenc,  Francis","SONATA FOR FLUTE AND PIANO"
"Stravinsky,  Igor","FOUR ETUDES FOR ORCHESTRA (1929 VERSION)"
"Casals,  Pablo","SARDANA FOR ORCHESTRA OF CELLOS"
"Traditional,","SONG OF THE BIRDS (ARR. Casals)"
"Casals,  Pablo","SANT MARTI DEL CANIGO"
"Serrano,  Jose","CANCION DEL OLVIDO: MARINELLA"
"Shostakovich,  Dmitri","CARNIVAL FANTASTIQUE (ARR. Kostelanetz)"
"Shostakovich,  Dmitri","GADFLY SUITE, OP. 97A"
"Liszt,  Franz","NOTTURNO NO. 3 FROM LIEBESTRAUME"
"Prokofiev,  Sergei","TOCCATA FOR PIANO SOLO, OP. 11"
"Gershwin,  George","STRIKE UP THE BAND: STRIKE UP THE BAND (ARR. Bennett)"
"Debussy,  Claude","PRINTEMPS (ARR. Busser)"
"Sarasate,  Pablo  de","INTRODUCTION AND TARANTELLA, OP. 43"
"Sarasate,  Pablo  de","MALAGUENA"
"Britten,  Benjamin","PRINCE OF THE PAGODAS, OP. 57"
"Offenbach,  Jacques","GRANDE DUCHESSE DE GEROLSTEIN, LA"
"Copland,  Aaron","CONCERTO, CLARINET"
"Rossini,  Gioachino","VIAGGIO A REIMS, IL"
"Cowell,  Johnny","GIRL ON A ROLLER COASTER"
"Paganini,  Nicolò","CONCERTO, VIOLIN, NO. 2, B MINOR, OP.7, MVT. III, ""LA CAMPANELLA"" (ARR. Liszt)"
"Mozart,  Wolfgang  Amadeus","ZAIDE, K.336B (OLD K.344)"
"Bach,  Johann  Christian","SINFONIA IN D MAJOR, OP. 18, NO. 4"
"Russo,  William","THREE PIECES FOR BLUES BAND, OP. 50"
"Kirchner,  Leon","MUSIC FOR ORCHESTRA"
"Copland,  Aaron","MUSIC FOR A GREAT CITY"
"Haydn,  Franz  Joseph","MASS, G MAJOR (SAINT NICHOLAS), H.XXII:6"
"Bach,  Johann  Sebastian","CANTATA NO.  50"
"Bartok [Bartók],  Béla","BLUEBEARD'S CASTLE, OP. 11"
"Schuman,  William","IN PRAISE OF SHAHN, CANTICLE FOR ORCHESTRA"
"Nielsen,  Carl","SYMPHONY NO. 4, OP. 29 (INEXTINGUISHABLE)"
"Carter,  Elliott","CONCERTO, ORCHESTRA"
"Scriabin,  Alexander","ETUDE"
"Mozart,  Wolfgang  Amadeus","VORREI SPIEGARVI OH DIO, K.418"
"Bruckner,  Anton","SYMPHONY NO. 1, C MINOR"
"Musorgsky,  Modest","OEDIPUS IN ATHENS: CHORUS FOR THE TEMPLE SCENE"
"Musorgsky,  Modest","SALAMMBÔ"
"Prokofiev,  Sergei","ROMEO AND JULIET: SUITE NO. 3, OP. 101"
"Walton,  William","VARIATIONS ON A THEME BY HINDEMITH"
"Mozart,  Wolfgang  Amadeus","CONCERTO, PIANO NO. 18, B-FLAT MAJOR, K.456"
"Rawsthorne,  Noel","GUS, THE THEATRE CAT"
"Cimarosa,  Domenico","MUSIC MASTER, THE"
"Traditional,","SALTARELLE"
"Perusio,  Matteus de","BELLE SAN PER"
"Caserta,  Anthonellus de","NOTES POUR MOI"
"Traditional,","TRESTOUT MON CUER"
"Phillips,  Peter","PASSAMEZZO COMMAND"
"Gibbons,  Orlando","QUEENES COMMAND, THE"
"Coperiario,  Giovanni","FANTASIA"
"Ferrabosco,  Alfonso","PAVANE"
"Morley,  Thomas","JOYNE HANDS"
"Fuleihan,  Anis","COR ANGLAIS S'AMUSE, LE (ENGLISH HORN + STRINGS)"
"Chopin,  Frédéric","IMPROMPTU, A FLAT, OP. 29"
"Chopin,  Frédéric","IMPROMPTU, F-SHARP MAJOR, OP.36"
"Chopin,  Frédéric","IMPROMPTU, G FLAT, OP. 51"
"Chopin,  Frédéric","FANTASIE-IMPROMPTU, C SHARP MINOR, OP. 66"
"Schumann,  Robert","PARADIES UND DIE PERI, OP. 50"
"Rodrigo,  Joaquín","CONCIERTO DE ARANJUEZ (GUITAR AND ORCHESTRA)"
"Grieg,  Edvard","SONGS, SIX, OP. 25"
"Rangstrom,  Ture","DANCE RHYTHM, A"
"Hovhaness,  Alan","AND GOD CREATED GREAT WHALES"
"Traditional,","OFF TO SEA ONCE MORE (ARR. Kostelanetz)"
"Liszt,  Franz","GRANDES ÉTUDES DE PAGANINI"
"Traditional,","SPANISH FOLK SONGS, SOPRANO AND GUITAR"
"Henze,  Hans  Werner","UNDINE: THREE DANCES FOR THE TRITONS"
"Ginastera,  Alberto","ESTUDIOS SINFONICOS, OP. 35"
"Goehr,  Alexander","CONCERTO, VIOLIN"
"Kay,  Ulysses  Simpson","SERENADE FOR ORCHESTRA"
"Takemitsu,  Toru","DORIAN HORIZON, THE"
"Mahler,  Gustav","SYMPHONY NO.  1 IN D MAJOR (WITH BLUMINE), (TITAN)"
"Haydn,  Franz  Joseph","SYMPHONY NO.  90, C MAJOR"
"Stockhausen,  Karlheinz","HYMNEN - REGION I"
"Stockhausen,  Karlheinz","HYMNEN - REGION II"
"Stockhausen,  Karlheinz","HYMNEN - REGION III (ORCH)"
"Stockhausen,  Karlheinz","HYMNEN - REGION IV"
"Debussy,  Claude","KHAMMA: LEGEND DANSEE"
"Mennin,  Peter","SINFONIA FOR ORCHESTRA"
"Xenakis,  Iannis","AKRATA"
"Mayuzumi,  Toshiro","MANDALA SYMPHONY"
"Haydn,  Franz  Joseph","MASS, D MINOR (NELSON)"
"Berg,  Alban","ALTENBERG LIEDER, OP.4"
"Messiaen,  Olivier","OISEAUX EXOTIQUES"
"Varese [Varèse],  Edgard","IONISATION"
"Stravinsky,  Igor","REQUIEM CANTICLES"
"Schoenberg,  Arnold","FOUR SONGS FOR VOICE AND ORCHESTRA, OP. 22"
"Bartok [Bartók],  Béla","MIRACULOUS MANDARIN"
"Pousseur,  Henri","COULEURS CROISEES (CROSSED COLORS)"
"Mendelssohn,  Felix","LIEDER OHNE WORTE: BARCAROLE, OP. 30 NO. 6 (ARR. VIOLIN AND ORCH) (ARR. Lichter)"
"Paganini,  Nicolò","CARNIVAL OF VENICE, OP. 10"
"Scriabin,  Alexander","NOCTURNE, LEFT HAND, D-FLAT MAJOR, OP. 9"
"Glazunov,  Alexander","SEASONS, THE: SUITE"
"Shostakovich,  Dmitri","FOLK FESTIVAL (ARR. Kostelanetz)"
"Kostelanetz,  Andre","CARNIVAL OF MARRIAGE (OGDEN NASH) (ARR. Kostelanetz)"
"Satie,  Erik","BELLE EXCENTRIQUE, LA"
"Mendelssohn,  Felix","MIDSUMMER NIGHT'S DREAM: WEDDING MARCH (ARR. Liszt)"
"Gliere [Glière],  Reinhold","CONCERTO, COLORATURA SOPRANO, OP.82"
"Handel,  George  Frideric","WATER MUSIC: SUITE NO. 1 IN F MAJOR"
"Handel,  George  Frideric","WATER MUSIC: SUITE NO. 2 IN D MAJOR"
"Smith,  Hale","CONTOURS"
"Paganini,  Nicolò","CONCERTO, VIOLIN, NO. 4, D MINOR"
"Ives,  Charles","ROBERT BROWNING OVERTURE"
"Liszt,  Franz","MALEDICTION"
"Mahler,  Gustav","SYMPHONY NO. 10 IN F-SHARP MAJOR: ANDANTE - ADAGIO (ARR. Ratz)"
"Davidovsky,  Mario","SYNCHRONISMS NO. 6"
"Wuorinen,  Charles","THE POLITICS OF HARMONY"
"Berg,  Alban","SCHLIESSE MIR DIE AUGEN BEIDE (1900)"
"Berg,  Alban","SCHLIESSE MIR DIE AUGEN BEIDE (1925)"
"Berg,  Alban","PIANO SONATA, OP. 1"
"Berg,  Alban","FOUR SONGS, OP. 2"
"Nono,  Luigi","SUL PONTE DI HIROSHIMA"
"Mozart,  Wolfgang  Amadeus","DAVIDDE PENITENTE, K.469"
"Webern,  Anton  von","SUMMER BREEZES"
"Liszt,  Franz","FROM THE CRADLE TO THE GRAVE (SYMPHONIC POEM NO. 13)"
"Ligeti,  György","CONCERTO, CELLO"
"Moevs,  Robert  (Walter)","MUSICA DA CAMERA"
"Riesman,  Michael","PHASES FOR ELECTRONICALLY MODULATED PIANO"
"Rzewski,  Frederic","REQUIEM"
"Reich,  Steve","PHASE PATTERNS"
"Crawford,  Ruth  Porter","ANDANTE FOR STRINGS"
"Bach,  Carl  Philipp Emanuel","SYMPHONY IN D MAJOR, W. 183, NO. 1"
"Schubert,  Franz","SCHONE MULLERIN, DIE, D.795, NO. 2:  WOHIN? (ARR. Liszt)"
"Schubert,  Franz","SCHONE MULLERIN, DIE, D.795: DAS WANDERN (ARR. Liszt)"
"Liszt,  Franz","PSALM NO. 13"
"Liszt,  Franz","PRELUDE AND FUGUE ON B-A-C-H"
"Liszt,  Franz","FANTASY AND FUGUE ON THE CHORALE ""AD NOS, AD SALUTAREM UNDAM"""
"Barber,  Samuel","ANTHONY AND CLEOPATRA"
"Zelenka,  Jan  Dismas","SUITE IN F MAJOR"
"Vejvanovsky,  Pavel  Josef","BALLETTI A 5"
"Vejvanovsky,  Pavel  Josef","SONATA A 7, C MAJOR"
"Vejvanovsky,  Pavel  Josef","SONATA A 10, C MAJOR"
"Brixi,  Frantisek [František]  Xaver","CONCERTO, ORGAN, F MAJOR"
"Berg,  Alban","DER WEIN"
"Maderna,  Bruno","CONCERTO, VIOLIN"
"Schafer,  R.  Murray","REQUIEMS FOR THE PARTY-GIRL"
"Brown,  Earle","EVENT: SYNERGY II (1967)"
"Schubert,  Franz","GESÄNGE AUS WILHELM MEISTER, D.877: NUR WER DIE SEHNSUCHT KENNT (MIGNON'S LIED NO. 4)  (ARR. Liszt)"
"Liszt,  Franz","VIA CRUCIS (THE STATIONS OF THE CROSS)"
"Liszt,  Franz","ES WAR EIN KONIG IN THULE (VOICE + ORCH.) (ARR. Fidler)"
"Silverman,  Stanley","PLANH"
"Crumb,  George","ANCIENT VOICES OF CHILDREN"
"Salzman,  Eric","ECOLOG (WITH QUOG)"
"Berg,  Alban","LYRIC SUITE (SEVEN MOVEMENTS FOR STRING QUARTET)"
"Berg,  Alban","CHAMBER CONCERTO, OP.8"
"Berg,  Alban","FOUR PIECES FOR CLARINET AND PIANO, OP.5"
"Berg,  Alban","STRING QUARTET, OP. 3"
"Stravinsky,  Igor","VARIATIONS: ALDOUS HUXLEY, IN MEMORIAM"
"Kay,  Ulysses  Simpson","BRIEF ELEGY"
"Geld,  Gary","PURLIE"
"Liszt,  Franz","HISTORICAL HUNGARIAN PORTRAITS"
"Liszt,  Franz","MISSA SOLEMNIS"
"Carter,  Elliott","VARIATIONS FOR ORCHESTRA"
"Stolzel [Stölzel],  Gottfried  Heinrich","CONCERTO, 2 TPT CHOIRS, WIND CHOIR, STRING CHOIR"
"Mozart,  Wolfgang  Amadeus","MENTRE TI LASCIO, K.513"
"Mozart,  Wolfgang  Amadeus","FINTA GIARDINIERA, LA, K.196"
"Mozart,  Wolfgang  Amadeus","UN BACCIO DI MANO, K.541"
"Mozart,  Wolfgang  Amadeus","MÄNNER SUCHEN STETS ZU NASCHEN, K.416C (OLD K.433)"
"Hindemith,  Paul","SONATA, VIOLA, OP. 11, NO. 4"
"Bach,  Johann  Sebastian","MUSICAL OFFERING, BWV 1079"
"Dvorak,  Antonín","SERENADE, D MINOR, OP.44"
"Li,  Huanzhi","SPRING FESTIVAL OVERTURE"
"Borodin,  Alexander","SERENADE FOR CELLO AND ORCHESTRA"
"Khachaturian,  Aram","GAYANE: SELECTIONS FROM SUITES (PERF WITH DANCERS)"
"Drigo,  Riccardo","HARLEQUINADE"
"Delibes,  Léo","NAILA WALTZ (ARR. Doppler)"
"Rachmaninoff,  Sergei","HERE BEAUTY DWELLS"
"Copland,  Aaron","LATIN-AMERICAN SKETCHES, THREE"
"Gottschalk,  Louis  Moreau","ESCENAS CAMPESTRES FOR SOP, TEN, BAR"
"Press,  Jacques","HASSENEH"
"Schuller,  Gunther","SEVEN STUDIES ON THEMES OF PAUL KLEE"
"Stravinsky,  Igor","SYMPHONIES OF WIND INSTRUMENTS (1920 ORIGINAL)"
"Stravinsky,  Igor","PETRUSHKA (1921 VERSION FOR PIANO)"
"Schutz,  Heinrich","SINFONIAE SACRAE"
"Bartok [Bartók],  Béla","CANTATA PROFANA, (THE NINE ENCHANTED STAGS)"
"Druckman,  Jacob","INCENTERS"
"Maxwell Davies,  Sir  Peter","EIGHT SONGS FOR A MAD KING"
"Haydn,  Franz  Joseph","CONCERTO, CELLO, C MAJOR, H.VIIB:1"
"Messiaen,  Olivier","OFFRANDES OUBLIÉES, LES"
"Haydn,  Franz  Joseph","SYMPHONY NO.  60, C MAJOR (IL DISTRATTO)"
"Argento,  Dominick","A RING OF TIME"
"Cage,  John","SHE IS ASLEEP"
"Cage,  John","SONATAS AND INTERLUDES FOR PREPARED PIANO"
"Cage,  John","CREDO IN US"
"Del Tredici,  David","SYZYGY"
"Cornelius,  Peter","BARBIER VON BAGDAD, DER (ARR. Mottl)"
"Weber,  Carl  Maria Von","CONCERTO, PIANO, NO. 2, E FLAT MAJOR, OP. 32"
"Rameau,  Jean-Philippe","SIX CONCERTS EN SEXTOUR: SUITE (ARR. Skrowaczewski)"
"Ginastera,  Alberto","CONCERTO, PIANO, NO. 1, OP. 28"
"Dvorak,  Antonín","SYMPHONY NO. 1, C MINOR, OP. 3 (BELLS OF ZLONICE)"
"Ravel,  Maurice","FIVE O'CLOCK FOX TROT (ARR. Branga)"
"Bach,  Johann  Sebastian","CANTATA NO.  48"
"Stravinsky,  Igor","A SERMON, A NARRATIVE AND A PRAYER"
"Stockhausen,  Karlheinz","KONTRA-PUNKTE NO. 1"
"Haydn,  Franz  Joseph","MASS, B-FLAT MAJOR (THERESIENMESSE)"
"Stravinsky,  Igor","NIGHTINGALE, THE"
"Bolcom,  William","MORNING AND EVENING POEMS"
"Stockhausen,  Karlheinz","KLAVIERSTUCK XI"
"Stockhausen,  Karlheinz","REFRAIN"
"Webern,  Anton  von","FIVE MOVEMENTS, STRING QUARTET, OP. 5"
"Webern,  Anton  von","VARIATIONS, ORCHESTRA, OP.30"
"Stravinsky,  Igor","BAISER DE LA FEE, LE (THE FAIRY'S KISS)"
"Nielsen,  Carl","SYMPHONY NO. 2, OP.16 (THE FOUR TEMPERAMENTS)"
"Haydn,  Franz  Joseph","MASS, B-FLAT MAJOR (HARMONIEMESSE)"
"Stravinsky,  Igor","MASS"
"Stravinsky,  Igor","PATER NOSTER"
"Stravinsky,  Igor","AVE MARIA"
"Stravinsky,  Igor","CREDO"
"Stravinsky,  Igor","THREE LITTLE SONGS"
"Stravinsky,  Igor","FOUR RUSSIAN PEASANT SONGS (SAUCERS)"
"Britten,  Benjamin","PETER GRIMES, PASSACAGLIA, OP. 33B"
"Britten,  Benjamin","PETER GRIMES, FOUR SEA INTERLUDES, OP. 33A"
"Berio,  Luciano","CONCERTO, TWO PIANOS AND ORCHESTRA"
"Stravinsky,  Igor","THREE EASY PIECES, PIANO FOUR HANDS"
"Stravinsky,  Igor","THREE PIECES FOR CLARINET SOLO"
"Stravinsky,  Igor","CONCERTO, TWO SOLO PIANOS"
"Haydn,  Franz  Joseph","L'INCONTRO IMPROVVISO"
"Babbitt,  Milton","OCCASIONAL VARIATIONS"
"Babbitt,  Milton","CORRESPONDENCES"
"Ligeti,  György","AVENTURES/NOUVELLES AVENTURES"
"Stravinsky,  Igor","CONCERTINO FOR STRING QUARTET"
"Stravinsky,  Igor","THREE PIECES FOR STRING QUARTET"
"Stravinsky,  Igor","STUDIES, FOUR, PIANO, OP.7"
"Stravinsky,  Igor","TWO POEMS OF KONSTANTIN BAL'MONT"
"Stravinsky,  Igor","THREE JAPANESE LYRICS"
"Penderecki,  Krzysztof","POLYMORPHIA"
"Haydn,  Franz  Joseph","SYMPHONY NO.  75, D MAJOR"
"Skrowaczewski,  Stanislaw","CONCERTO, ENGLISH HORN"
"Stravinsky,  Igor","SYMPHONY NO. 1,  E FLAT MAJOR, OP. 1"
"Janacek [Janácek],  Leoš","CAPRICCIO FOR PIANO (LEFT HAND), WIND ENSEMBLE"
"Rachmaninoff,  Sergei","PIANO TRANSCRIPTIONS (UNSPECIFIED)"
"Marcello,  Benedetto","CONCERTO, OBOE, C MINOR"
"Mozart,  Wolfgang  Amadeus","SONATA, BASSOON/CELLO, B-FLAT MAJOR, K.292"
"Liszt,  Franz","PIANO TRANSCRIPTIONS (UNSPECIFIED)"
"Dvorak,  Antonín","STABAT MATER, OP.58"
"Stravinsky,  Igor","CONCERTINO FOR TWELVE INSTRUMENTS"
"Kay,  Ulysses  Simpson","SHORT OVERTURE FOR ORCHESTRA, A"
"Stravinsky,  Igor","EIGHT INSTRUMENTAL MINIATURES"
"Kraft,  William","CONCERTO, FOUR PERCUSSION SOLOISTS"
"Casals,  Pablo","EL CANT DES OCELLS (CELLO + ORCH)"
"Scriabin,  Alexander","CONCERTO, PIANO, F SHARP MINOR, OP. 20"
"Schumann,  Robert","SCENES FROM GOETHE'S FAUST"
"Handel,  George  Frideric","ROYAL FIREWORKS MUSIC, HWV 351"
"Janacek [Janácek],  Leoš","LACHIAN DANCES"
"Berlioz,  Hector","WAVERLY OVERTURE"
"Boyce,  William","CONCERTO GROSSO, B FLAT MAJOR"
"Gershwin,  George","LET 'EM EAT CAKE"
"Schoenberg,  Arnold","ACCOMPANIMENT TO A FILM SCENE, OP. 34"
"Schubert,  Franz","OVERTURE, C MAJOR, D.591"
"Tippett,  Michael","CONCERTO, DOUBLE STRING ORCHESTRA"
"Schuller,  Gunther","GALA MUSIC"
"Harrison,  Lou","CANTICLE NO. 3"
"Ives,  Charles","ORCHESTRAL SET NO. 1: THREE PLACES IN NEW ENGLAND"
"Hartmann,  Karl  Amadeus","SYMPHONY NO. 5 (SINFONIA CONCERTANTE)"
"Handel,  George  Frideric","WATER MUSIC: SUITE NO. 3 IN G MAJOR"
"Reimann,  Aribert","CYCLE FOR BARITONE AND ORCHESTRA"
"Webern,  Anton  von","CONCERTO, NINE INSTRUMENTS, OP.24"
"Ives,  Charles","HOUSATONIC AT STOCKBRIDGE, THE"
"Ives,  Charles","ANN STREET"
"Ives,  Charles","AT THE RIVER"
"Ives,  Charles","LIKE A SICK EAGLE"
"Ives,  Charles","MEMORIES: A. VERY PLEASANT, B. RATHER SAD"
"Ives,  Charles","PARACELSUS"
"Sollberger,  Harvey","CHAMBER VARIATIONS"
"Varese [Varèse],  Edgard","ECUATORIAL"
"Schubert,  Franz","NACHTGESANG IM WALDE, D.913"
"Schubert,  Franz","HYMNUS AN DEN HEILIGEN GEIST, D.948B"
"Schubert,  Franz","GESANG DER GEISTER UBER DEN WASSERN, D.714"
"Wolpe,  Stefan","SOLO PIECE, TRUMPET"
"Wolpe,  Stefan","PIECE, TRUMPET AND SEVEN INSTRUMENTS"
"Ligeti,  György","CHAMBER CONCERTO"
"Haydn,  Michael","QUARTET, ENG.HORN/STRINGS, C MAJOR, P. 115"
"Mozart,  Wolfgang  Amadeus","ADAGIO, K.V. ANH. 2, NO. 94"
"Carter,  Elliott","CANONIC SUITE FOR 4 CLARINETS IN B-FLAT MAJOR"
"Unspecified,","MEDLEY, AMERICANA GROUP"
"Messiaen,  Olivier","ET EXSPECTO RESURRECTIONEM MORTUORUM"
"Schumann,  Robert","CONCERT PIECE FOR FOUR HORNS, OP.86 [KONZERTSTÜCK]"
"Villa-Lobos,  Heitor","MAGDALENA"
"Rodgers,  Richard","IT'S A GRAND NIGHT FOR DANCING (BALLET)"
"Rodgers,  Richard","LAGOON, THE"
"Warren,  Elinor  Remick","CRYSTAL LAKE, THE"
"Shostakovich,  Dmitri","MOSCOW, CHERYOMUSHKI"
"Kleinsinger,  George","DANCE OF THE SABRAS"
"Schoenberg,  Arnold","SERENADE, OP. 24"
"Schoenberg,  Arnold","PIERROT LUNAIRE, OP. 21"
"Bernstein,  Leonard","DYBBUK VARIATIONS"
"Rameau,  Jean-Philippe","INDES GALANTES, LES: BALLET SUITE (ARR. Wolff)"
"Zimmermann,  Bernd  Alois","PHOTOPTOSIS, PRELUDE FOR LARGE ORCHESTRA"
"Ives,  Charles","STRING QUARTET NO. 2"
"Crawford,  Ruth  Porter","PIANO STUDY IN MIXED ACCENTS: FOUR PRELUDES"
"Bartok [Bartók],  Béla","SONATA NO. 1, VIOLIN AND PIANO, BB 84"
"Schoenberg,  Arnold","FIVE PIECES FOR PIANO, OP. 23"
"Ives,  Charles","SONATA NO. 4 FOR VIOLIN AND PIANO"
"Ruggles,  Carl","PORTALS"
"Ives,  Charles","TONE ROADS NO. 3"
"Cowell,  Henry  Dixon","ENSEMBLE FOR STRINGS"
"Debussy,  Claude","SONATA FOR FLUTE, VIOLA, AND HARP"
"Ives,  Charles","TRIO FOR VIOLIN, CELLO AND PIANO"
"Crawford,  Ruth  Porter","STRING QUARTET"
"Rudhyar,  Dane","THREE PAEANS FOR PIANO"
"Janacek [Janácek],  Leoš","BY AN OVERGROWN PATH"
"Bartok [Bartók],  Béla","ETUDOK (THREE STUDIES), OP.18, BB 81"
"Ives,  Charles","FELDENSAMKEIT"
"Ives,  Charles","CANON"
"Ives,  Charles","ROMANZO DI CENTRAL PARK"
"Ives,  Charles","MISTS"
"Ives,  Charles","NEW RIVER, THE"
